0.00000, 0.00442
0.00058, 0.39331
0.00119, 0.72917
0.00236, 0.93912
0.00356, 1.22486
0.00359, 1.15952
0.00479, 1.44331
0.00481, 1.40040
0.00483, 1.34481
0.00542, 1.52523
0.00603, 1.64281
0.00604, 1.60363
0.00606, 1.56033
0.00666, 1.70408
0.00727, 1.83417
0.00729, 1.78931
0.00731, 1.74757
0.00791, 1.88703
0.00853, 1.96992
0.00855, 1.92701
0.00916, 2.05440
0.01052, 2.18109
0.01073, 2.24505
0.01104, 2.30150
0.01168, 2.34245
0.01188, 2.39655
0.01204, 2.11829
0.01359, 2.53174
0.01362, 2.46046
0.01423, 2.57846
0.01552, 2.66525
0.01615, 2.72591
0.01620, 2.61356
0.01812, 2.76667
0.01876, 2.80406
0.01940, 2.86653
0.02202, 2.92940
0.02444, 2.99310
0.03190, 3.03818
0.04085, 2.98229
0.04253, 2.93474
0.04322, 2.87746
0.04853, 2.81933
0.05253, 2.76570
0.05519, 2.72035
0.05786, 2.67549
0.06053, 2.62966
0.06319, 2.58577
0.06586, 2.54481
0.06865, 2.50239
0.07251, 2.45948
0.07716, 2.40812
0.08115, 2.36261
0.08580, 2.31710
0.09112, 2.27273
0.09709, 2.22738
0.10373, 2.18135
0.11103, 2.13798
0.11898, 2.09605
0.12760, 2.05407
0.13689, 2.01200
0.14683, 1.97041
0.15876, 1.92857
0.17267, 1.88712
0.18724, 1.85485
0.20181, 1.83304
0.21637, 1.82009
0.23093, 1.81424
0.24549, 1.81052
0.26005, 1.80467
0.27461, 1.79243
0.28918, 1.77506
0.30374, 1.75608
0.31831, 1.73640
0.33288, 1.71637
0.34744, 1.69491
0.36201, 1.67098
0.37658, 1.64402
0.39115, 1.61424
0.40572, 1.58675
0.42029, 1.55838
0.43287, 1.53473
0.45208, 1.49597
0.46664, 1.47114
0.48121, 1.44703
0.49578, 1.43160
0.51034, 1.41795
0.52490, 1.40696
0.53946, 1.39809
0.55402, 1.38869
0.56859, 1.37575
0.58315, 1.36316
0.59771, 1.34986
0.60996, 1.33945
0.62684, 1.33054
0.64140, 1.32185
0.65596, 1.31653
0.67052, 1.31103
0.68508, 1.30359
0.69964, 1.29543
0.71420, 1.28710
0.72876, 1.27451
0.74333, 1.25216
0.75790, 1.23018
0.77246, 1.20677
0.78703, 1.17450
0.80161, 1.13869
0.81618, 1.10251
0.83075, 1.06687
0.84533, 1.03301
0.85990, 0.99914
0.87447, 0.96616
0.88308, 0.94985
0.91789, 0.86533
0.93143, 0.83761
0.94600, 0.80694
0.96057, 0.78140
0.97315, 0.75968
1.00745, 0.71346
1.02148, 0.69434
1.03604, 0.68548
1.05060, 0.67643
1.06517, 0.66775
1.07973, 0.65906
1.09429, 0.64895
1.10885, 0.63778
1.12341, 0.62625
1.13798, 0.61526
1.15254, 0.60374
1.16710, 0.58866
1.18167, 0.56473
1.19624, 0.54061
1.21081, 0.51614
1.22537, 0.49203
1.23994, 0.46774
1.25451, 0.44220
1.26908, 0.41614
1.28365, 0.39008
1.29821, 0.36401
1.31278, 0.33795
1.32735, 0.31241
1.34192, 0.29450
1.35648, 0.28014
1.37104, 0.26472
1.38561, 0.25035
1.40017, 0.23599
1.41474, 0.22074
1.42930, 0.20939
1.44386, 0.20283
1.45842, 0.19610
1.47298, 0.18954
1.48754, 0.18262
1.50210, 0.17624
1.51666, 0.16932
1.53122, 0.16365
1.54578, 0.15851
1.56034, 0.15372
1.57490, 0.14875
1.58946, 0.14361
1.60402, 0.13847
1.61858, 0.13386
1.63314, 0.12925
1.64769, 0.12588
1.66225, 0.12287
1.67681, 0.11985
1.69137, 0.11648
1.70593, 0.11506
1.72049, 0.11116
1.73505, 0.10957
1.74960, 0.10673
1.76416, 0.10531
1.77343, 0.10531
1.79659, 0.10141
1.89519, 0.07801
1.90578, 0.07801
1.95078, 0.07411
1.96533, 0.07162
1.97989, 0.07020
1.99247, 0.06167
